Country,Views,Monetizable views,Total estimated earnings,AFV earnings,YouTube earnings,YouTube rental earnings,Subscribers net change,Subscribers gained,Subscribers lost,Total ratings,Dislikes,Likes,Favorites net change,Favorites added,Favorites removed,Comments,Shares,Call-to-Action Clicks,Call-to-Action Impressions,Call-to-Action Click through rate,Total engagement
Nigeria,20,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Croatia,20,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Puerto Rico,19,,$0,$0,$0,$0,1,1,0,,,,,,,,,,,0.00,
Iran,18,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Belarus,17,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Bangladesh,17,,$0,$0,$0,$0,,,,1,,1,0,0,0,1,0,,,0.00,2
Kazakhstan,17,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Tanzania,14,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Brunei,14,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Yemen,14,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Rwanda,13,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Mauritius,13,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Malta,13,,$0,$0,$0,$0,1,1,0,1,,1,0,0,0,0,0,,,0.00,1
Bosnia and Herzegovina,12,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Armenia,12,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Luxembourg,12,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Lebanon,12,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Azerbaijan,11,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Palestinian Territories,11,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Cyprus,11,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Ecuador,10,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Uganda,10,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Bahamas,10,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Macedonia,10,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Panama,10,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Estonia,9,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Georgia,9,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Moldova,9,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Uruguay,7,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Dominica,6,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Dominican Republic,6,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Guatemala,6,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Syria,6,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Iceland,6,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Côte d’Ivoire,5,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Albania,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Somalia,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Costa Rica,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Myanmar [Burma],4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Macau SAR China,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Mauritania,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Nicaragua,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Honduras,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Cambodia,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Réunion,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Afghanistan,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Paraguay,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Togo,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
El Salvador,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Senegal,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Mongolia,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Namibia,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Saint Pierre and Miquelon,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Saint Vincent and the Grenadines,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Djibouti,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Aruba,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Botswana,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Barbados,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Bermuda,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Madagascar,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Maldives,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Malawi,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Haiti,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Jersey,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Laos,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Saint Lucia,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Grenada,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Fiji,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Guyana,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Guam,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Guadeloupe,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Gambia,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Guernsey,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Antigua and Barbuda,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Angola,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Netherlands Antilles,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Belize,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Burkina Faso,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Cape Verde,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Sierra Leone,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Suriname,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Liberia,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Montenegro,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Mozambique,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Martinique,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Zambia,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Zimbabwe,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Isle of Man,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Cayman Islands,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
